diagnosis_counts,directional_coherence,energy_support90_fraction,energy_top10_fraction,frequency_diagnosis,global_dc_l1,global_dc_rmse,local_frequency_share,local_rmse_share,motion_band_counts,motion_mean_px,pair_count,pair_raw_rmse_median,pair_raw_rmse_p90,raw_temporal_l1,raw_temporal_rmse,sigma_16_coarse_rmse,sigma_16_local_rmse,skipped_pair_count,spatial_scope_counts,spatial_scope_diagnosis,valid_coverage,valid_pair_count,video,window_boundary_pair_count
{'local_high_frequency_dominant': 99},0.08991592176565544,0.2753182069490646,0.7186415669894171,local_high_frequency_dominant,0.0030740595676552367,0.0032205366248594996,0.8720498268530986,0.8720498268530986,"{'moderate': 84, 'static': 15}",0.6274324699782888,99,0.04564032876432139,0.05959957595201006,0.029019528511170165,0.04841995000533038,0.007006086424586403,0.04775027890320896,0,"{'distributed_or_mixed': 86, 'spatially_localized': 13}",distributed_or_mixed,0.9406129037490999,99,ParkScene,16
