diagnosis_counts,directional_coherence,energy_support90_fraction,energy_top10_fraction,frequency_diagnosis,global_dc_l1,global_dc_rmse,local_frequency_share,local_rmse_share,motion_band_counts,motion_mean_px,pair_count,pair_raw_rmse_median,pair_raw_rmse_p90,raw_temporal_l1,raw_temporal_rmse,sigma_16_coarse_rmse,sigma_16_local_rmse,skipped_pair_count,spatial_scope_counts,spatial_scope_diagnosis,valid_coverage,valid_pair_count,video,window_boundary_pair_count
{'local_high_frequency_dominant': 89},0.17831785406355188,0.4652977808594375,0.5277795673946197,local_high_frequency_dominant,0.00714844977849132,0.008080992032200437,0.8159096043746625,0.8159096043746625,"{'moderate': 46, 'moving': 43}",2.44144187639589,89,0.04647159841602796,0.09114279294396614,0.04269875040372816,0.06141782104289845,0.013379929179593906,0.059301370320814964,0,{'distributed_or_mixed': 89},distributed_or_mixed,0.3488184837101216,89,RaceHorses,14
