diagnosis_counts,directional_coherence,energy_support90_fraction,energy_top10_fraction,frequency_diagnosis,global_dc_l1,global_dc_rmse,local_frequency_share,local_rmse_share,motion_band_counts,motion_mean_px,pair_count,pair_raw_rmse_median,pair_raw_rmse_p90,raw_temporal_l1,raw_temporal_rmse,sigma_16_coarse_rmse,sigma_16_local_rmse,skipped_pair_count,spatial_scope_counts,spatial_scope_diagnosis,valid_coverage,valid_pair_count,video,window_boundary_pair_count
{'local_high_frequency_dominant': 149},0.029387930716785096,0.28897888839364155,0.6880589133700622,local_high_frequency_dominant,0.0013268987180709256,0.0015745469588260281,0.9124909464346047,0.9124909464346047,"{'static': 141, 'moderate': 8}",0.3283806739904858,149,0.07956505898561649,0.08907369474228904,0.050550055629139695,0.07967766212080696,0.0075637950700671456,0.07887063384779036,0,{'distributed_or_mixed': 149},distributed_or_mixed,0.6565156268993481,149,PartyScene,24
