diagnosis_counts,directional_coherence,energy_support90_fraction,energy_top10_fraction,frequency_diagnosis,global_dc_l1,global_dc_rmse,local_frequency_share,local_rmse_share,motion_band_counts,motion_mean_px,pair_count,pair_raw_rmse_median,pair_raw_rmse_p90,raw_temporal_l1,raw_temporal_rmse,sigma_16_coarse_rmse,sigma_16_local_rmse,skipped_pair_count,spatial_scope_counts,spatial_scope_diagnosis,valid_coverage,valid_pair_count,video,window_boundary_pair_count
{'local_high_frequency_dominant': 149},0.20605253542637003,0.3854608734591179,0.6435919418166388,local_high_frequency_dominant,0.0063063554413992405,0.007378407469912969,0.7354435219775336,0.7354435219775336,"{'static': 77, 'moderate': 34, 'moving': 38}",1.7702902489745609,149,0.05025361197037418,0.07559028593269664,0.03123959711603868,0.050907851566929604,0.01667413699290708,0.04635262053555945,0,{'distributed_or_mixed': 149},distributed_or_mixed,0.550127632265923,149,BasketballPass,24
