diagnosis_counts,directional_coherence,energy_support90_fraction,energy_top10_fraction,frequency_diagnosis,global_dc_l1,global_dc_rmse,local_frequency_share,local_rmse_share,motion_band_counts,motion_mean_px,pair_count,pair_raw_rmse_median,pair_raw_rmse_p90,raw_temporal_l1,raw_temporal_rmse,sigma_16_coarse_rmse,sigma_16_local_rmse,skipped_pair_count,spatial_scope_counts,spatial_scope_diagnosis,valid_coverage,valid_pair_count,video,window_boundary_pair_count
"{'local_high_frequency_dominant': 146, 'mixed_frequency': 3}",0.165057286681729,0.3622633565625758,0.657939446161881,local_high_frequency_dominant,0.0040978822011240425,0.0047392117030256135,0.7409212830419064,0.7409212830419064,"{'static': 77, 'moderate': 34, 'moving': 38}",1.7701912744638546,149,0.04098829284014511,0.06466433879602312,0.024023537593754113,0.041053081633240784,0.013104341764828827,0.03747619961923427,0,"{'distributed_or_mixed': 147, 'spatially_localized': 2}",distributed_or_mixed,0.5501313281539303,149,BasketballPass,24
